elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 Mpa - national avg, A1-A3 q_PC","concrete, 17.2 Mpa - national avg, A1-A3 q_electricity","concrete, 17.2 Mpa - national avg, A1-A3 q_NG","concrete, 17.2 Mpa - national avg, A1-A3 msw",market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",202.08228362057343,4.035826269724348,0.9071743770112386,0.0,0.10391323971773793,0.0617148236477744,0.06589667778032693,0.10996621576121986,246.7094,0.7977102838018597,0.1201664023603986,1.0709464313977322e-05,11.431227266813245,247.7281,249.2069,247.0069
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",209.8002137778265,4.101513362096262,0.5928532061408789,0.0,0.09210834813639733,0.07043995954958096,0.06188076926875029,0.08748719706287264,236.3991,0.6861683755196198,0.11795714073276833,1.06523310385009e-05,9.609945781147246,237.3556,238.6977,236.7038
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",199.73698632101252,4.55874787703332,-0.2018518975593956,0.0,0.10558230043802895,0.06888076240059565,0.07019294008069306,0.10970404874394299,233.1086,0.6671550482573332,0.11440363937240379,1.11401495942097e-05,7.066204196795284,233.8987,235.1918,233.3403
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",218.3261261377915,4.600063107009689,0.8550039381377749,0.0,0.0986632632662827,0.06405662802333194,0.07713111775728859,0.08263519974596148,246.5457,0.7198862950174068,0.12333620270349605,1.1293612962521337e-05,10.752562590761054,247.5865,248.9998,246.8816
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",213.68102563845522,4.336868940306886,0.2056362418172084,0.0,0.10556053506719508,0.0647423859650618,0.06912136813758077,0.10355203424238167,246.4797,0.7224187004553995,0.1180265486984195,1.1087307579510807e-05,8.78752379492951,247.3686,248.7563,246.7445
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",206.7704925886234,3.5784018816064043,0.3653898157070461,0.0,0.10296607007277267,0.07048383885499497,0.05942554073017388,0.06701655404505052,218.0892,0.5662890900456538,0.11453607051071181,1.040426944493219e-05,7.9194054858171805,218.986,220.1649,218.4005
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",201.87182870248108,4.6154464707458045,0.84422652915889,0.0,0.11233066134201591,0.06494763319505557,0.06419181118388209,0.10438826336044747,243.151,0.7686934192466492,0.12001303771582272,1.0793228068386798e-05,11.018751165149284,244.1597,245.6048,243.4528
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",206.27700779421988,4.185020702531917,0.7776983872390179,0.0,0.11492218220902019,0.06135624183033521,0.07489627679417986,0.09857156989194844,244.483,0.7515865521505929,0.12170522371916984,1.1207888193195099e-05,10.718910782334609,245.4926,246.9244,244.791
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",205.32454373754638,4.460200910919931,3.2155609448254734,0.0,0.11820378054779093,0.06267464102970902,0.052648471732970215,0.11222047594873577,277.7517,1.0799806681528472,0.13507938219630716,1.0456461605016451e-05,20.656703389698887,279.2667,281.1595,278.1927
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",220.42124008570653,3.815997021544935,2.104154173941722,0.0,0.10650375133491793,0.06677359363972986,0.0696026164456155,0.10924567653290007,280.2745,0.9869691115954131,0.13348315437913447,1.1485762901294597e-05,16.682044949905002,281.591,283.3689,280.6568
Electricity; at user; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",206.59303164172164,4.119732734716256,0.7273844298981851,0.0,0.10611388367982284,0.07092628717377877,0.06413496513156987,0.09252640699668009,243.5232,0.7362199778422354,0.1202449236497892,1.1193127363567554e-05,10.310771714096814,244.5238,245.907,243.8289
Electricity; at user; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",222.42624951593675,4.326516473476945,0.617608103172304,0.0,0.09596501549269242,0.06888561972833301,0.06731635555153223,0.10155821596476265,262.6315,0.8019763357969922,0.12232955595493442,1.1476988766335326e-05,10.587274922486948,263.6312,265.1155,262.9231
Electricity; at user; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",200.95228121741454,3.5293267702915934,0.8737197956338375,0.0,0.0791104860245243,0.06365258924455341,0.06839968258377864,0.11094201732925263,249.1606,0.8105273330404054,0.11979005707202386,1.0899693219343064e-05,11.303954964856906,250.1776,251.6438,249.4499
Electricity; at user; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",204.0137850096889,4.233532882213094,1.540456225222867,0.0,0.09636180534578595,0.06330354090667217,0.06982654099908973,0.09145359816974111,249.9987,0.8189631948394394,0.12490453626557206,1.1052514191748852e-05,13.409304685184729,251.1695,252.6736,250.3566
Electricity; at user; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",199.38280500691124,3.9499415019573365,2.0264235924378817,0.0,0.09350501375414998,0.0658685998556962,0.07500990386046803,0.11839078076593662,269.0149,0.9771093636836274,0.13083334001054486,1.158639697637636e-05,16.165768331117892,270.3023,272.0197,269.378
Electricity; at user; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",198.84347309066985,4.256496179488333,0.9656033658859403,0.0,0.12048309592283145,0.06329701777261752,0.06285513221674703,0.09210046928570824,238.1607,0.7414433238915689,0.11958713362229544,1.0836424179521751e-05,11.023854902935742,239.1964,240.581,238.4788
Electricity; at user; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",209.23055385189343,4.347208608913265,1.3714421612233083,0.0,0.11609967583334702,0.06256710189776765,0.06239978983946318,0.10352032420997702,259.4546,0.8612208599156184,0.12437456665321892,1.1034904674285756e-05,13.262136029963992,260.5935,262.1528,259.7881
Electricity; at user; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",210.2469581699861,3.848706574705416,0.7608645399466192,0.0,0.09233526066573625,0.07020387329855685,0.07326043159091913,0.08981868063535671,246.55,0.7396211215806074,0.12212544524616563,1.150330664983674e-05,10.46499560558734,247.5689,248.9624,246.8633
Electricity; at user; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",195.34744668729695,4.566828271518181,0.31886914126627486,0.0,0.10139006342623352,0.07132389196726183,0.06635589181095049,0.09356735734738783,229.5064,0.6675750411574842,0.11608890848115969,1.1086699697910941e-05,8.493525459714098,230.4076,231.6867,229.7847
Electricity; at user; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",214.27906102842203,4.158852877453334,0.2747065747339915,0.0,0.13515493491103747,0.062314362999575754,0.06355199446346162,0.11018149439609869,255.9169,0.7780865260142213,0.1189548165171354,1.1358028692454785e-05,9.326455849707688,256.8315,258.2669,256.1745
