elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 34.5 Mpa - national avg, A1-A3 total_cementitious","concrete, 34.5 Mpa - national avg, A1-A3 q_electricity","concrete, 34.5 Mpa - national avg, A1-A3 q_NG","concrete, 34.5 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 34.5 Mpa - national avg, A1-A3 plc_boolean","concrete, 34.5 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",445.7540352,3.720346664,-0.280224162,0.2,1,0,0.159046183,0.138443323,0.109158863,0.064509974,0.067376013,0.105464871,0,356.8347,1.009606736,0.12988162,1.73329E-05,10.79500625,360.0788,364.3054,358.129
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",444.4278988,3.504660981,0.843267686,0,0,0,0.16578044,0.175352236,0.119622611,0.070108649,0.064052488,0.086720518,0,383.2263,1.092718742,0.14137663,1.75929E-05,14.9973443,386.6806,390.8564,384.5547
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",397.9710431,4.28189005,1.72357285,0,0,0,0.139689664,0.132614297,0.085150948,0.070926625,0.07914719,0.10428392,0,373.9511,1.218062112,0.142894984,1.73566E-05,18.43384204,377.6714,381.9856,375.3327
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",416.9881315,4.503880248,-0.149826324,0,0,0,0.10801544,0.114705748,0.134097428,0.065848568,0.069156599,0.099631563,0,355.441,0.998380192,0.131833656,1.74744E-05,11.0109429,358.57,362.6313,356.6709
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",456.3158695,3.914350994,0.9348547,0.3,0,0,0.103590386,0.107786685,0.11321845,0.061237621,0.059148761,0.095028321,0,388.7307,1.155572861,0.140993299,1.71765E-05,15.5081335,392.282,396.6075,390.0821
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",412.071604,3.951811374,-0.221265793,0,0,0,0.172986199,0.13971079,0.101786559,0.067115693,0.06658153,0.106846921,0,373.4632,1.096973074,0.141422752,1.90942E-05,12.33493392,374.583,376.3552,373.5454
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",382.2698658,4.751514464,1.975819868,0.5,0,0,0.12147283,0.131367289,0.115661764,0.069690495,0.061486929,0.087380462,0,347.0806,1.132512772,0.149704601,1.8349E-05,18.76633854,348.6595,350.3725,347.3091
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",407.5157013,4.090497074,0.346009667,0.4,0,0,0.172640855,0.150755058,0.086251246,0.061518712,0.063394431,0.097030135,0,364.409,1.077278272,0.140743654,1.82924E-05,13.73634068,365.6562,367.3961,364.5494
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",359.4859116,4.069783909,0.557559627,0.4,1,0,0.106935385,0.129352133,0.114307524,0.067750557,0.066921742,0.074598263,0,281.2559,0.800832491,0.130270876,1.73963E-05,11.68252211,282.3629,283.7417,281.43
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",407.4029929,4.606825613,0.583249603,0.1,0,0,0.161615221,0.09363726,0.099487529,0.075592397,0.065443412,0.0859615,0,357.5931,1.036736203,0.145287755,1.89616E-05,14.21972479,358.8976,360.6096,357.7692
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",449.965735,4.330003671,2.020737885,0,0,0,0.16078212,0.159982582,0.104768558,0.069164434,0.070372464,0.116872196,0,441.0816,1.516485303,0.165424686,2.02282E-05,22.66484133,442.9058,445.0844,441.2724
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",450.9807772,3.924624588,2.035097119,0.5,0,0,0.21107679,0.102424099,0.127492473,0.06197921,0.060623601,0.088088152,0,422.9782,1.337169821,0.162691032,1.97644E-05,21.57482154,424.8791,426.9781,423.2903
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",485.2446802,4.06243489,2.216081082,0.4,0,0,0.110002249,0.141611333,0.117809625,0.068445478,0.067507297,0.102798226,0,441.705,1.476410775,0.169428889,2.0339E-05,22.72974854,443.4988,445.5944,441.8886
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",486.7762492,3.899268499,0.468973681,0.4,1,0,0.158252252,0.114157364,0.115953853,0.07604312,0.057647324,0.086228315,0,370.4953,1.062723923,0.146463289,1.90128E-05,14.0010437,371.7273,373.4256,370.6267
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",477.000576,4.111878855,0.791384363,0.1,0,0,0.098121384,0.177442339,0.099634679,0.059373691,0.068935441,0.109927005,0,419.8605,1.330461304,0.155294648,1.95216E-05,17.00313953,421.1989,423.1203,419.9201
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",403.8935782,4.185085524,0.751109799,0.1,0,0,0.11062037,0.124038133,0.129337572,0.075456979,0.05792567,0.100046305,0,357.3191,1.059844744,0.14428833,1.85432E-05,13.78456713,359.6892,362.7182,358.071
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",423.4496491,3.862271517,0.286654082,0.1,0,0,0.16626571,0.143431595,0.114209239,0.067692892,0.056142384,0.075121403,0,344.9051,0.878881934,0.139501832,1.77767E-05,11.31311858,346.9824,349.6748,345.5991
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",465.9106973,3.735381807,1.35198382,0,0,0,0.158409464,0.10818299,0.120557981,0.07535363,0.059835756,0.082552653,0,398.4526,1.134954122,0.156674414,1.91072E-05,16.80677068,401.1,404.2912,399.3008
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",387.9817188,3.969613907,1.14130405,0.4,0,0,0.121147714,0.124977796,0.127308381,0.065897087,0.062020568,0.102766334,0,353.2268,1.090910145,0.144082399,1.81558E-05,15.19146968,355.6866,358.7198,353.9993
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",413.9922921,4.246940918,1.213889288,0.3,0,0,0.123210424,0.103391602,0.11692994,0.06343124,0.055230134,0.108856621,0,378.8861,1.191963043,0.14663909,1.80526E-05,16.34289122,381.5567,384.8672,379.7289
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",434.2172083,3.576724539,-0.022529943,0,0,0,0.18326324,0.129930614,0.105298376,0.067588602,0.062613822,0.107966597,0,389.2852,1.10781956,0.143523702,1.85549E-05,12.47340504,391.8071,395.2382,390.1345
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",402.9989577,3.84902849,-0.334118737,0.2,0,0,0.070354258,0.136848711,0.118019005,0.054141394,0.068774635,0.107385612,0,342.3049,0.963108115,0.133865735,1.80146E-05,9.431700219,344.3664,347.316,342.9757
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",430.3633064,4.418333762,1.198558562,0.2,0,0,0.151512656,0.115993392,0.088626207,0.058798095,0.058712899,0.096125016,0,379.8302,1.138312523,0.145895368,1.75765E-05,16.09143415,382.4436,385.6443,380.6687
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",421.0075596,4.177112918,2.078514818,0.2,0,0,0.128684943,0.126092861,0.111867931,0.067421112,0.066638027,0.088453379,0,375.8992,1.170757163,0.154463107,1.84829E-05,18.84865078,378.5971,381.6689,376.7292
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",383.7122053,3.942502699,0.90460368,0.3,0,0,0.141590212,0.144487482,0.112311679,0.062111102,0.071545831,0.087856696,0,335.2295,0.964360928,0.140912094,1.79248E-05,13.54535276,337.4566,340.2072,335.9401
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",416.5917546,5.297038484,0.901620131,0,0,0,0.135239012,0.131409205,0.108840774,0.062027167,0.067928837,0.095798577,0,365.2264,1.099022477,0.137966568,1.69558E-05,15.4984336,366.6709,368.5515,365.4574
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",437.261757,4.570687371,0.585179252,0.4,0,0,0.137691901,0.128135607,0.106599574,0.06762377,0.072218718,0.100026155,0,383.1713,1.139601693,0.140534374,1.75714E-05,15.06547377,384.5808,386.5361,383.3775
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",397.217976,4.51459041,1.113545954,0.2,0,0,0.12839261,0.148141114,0.097430982,0.060165219,0.060614327,0.090160408,0,343.4741,1.036291953,0.133793327,1.61442E-05,15.36278897,344.898,346.6612,343.7139
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",369.7139434,4.270661693,0.625299085,0.1,1,0,0.182452664,0.121361172,0.121829516,0.067125094,0.057894445,0.107065295,0,307.5535,0.963735284,0.125334404,1.60492E-05,13.14614247,308.7794,310.4199,307.7334
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",400.9234308,4.501016549,0.147505243,0.5,0,0,0.142046053,0.190371646,0.105319341,0.073871473,0.072809875,0.118379748,0,369.3085,1.139818772,0.13495289,1.7538E-05,13.64085907,370.5797,372.5107,369.4554
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",438.9532468,4.444093428,0.399468392,0.2,0,0,0.124760501,0.122890322,0.111162596,0.069510649,0.073650027,0.11530282,0,395.7123,1.229281904,0.14152869,1.79647E-05,15.18696279,397.0816,399.1088,395.8634
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",410.7292941,3.903085548,-0.26926568,0.2,0,0,0.181060945,0.111355744,0.101610682,0.064110523,0.063861573,0.093698404,0,354.2793,0.953449056,0.128963404,1.66868E-05,11.06380039,355.4606,357.2791,354.4804
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",411.961736,3.60260332,0.476924253,0.1,0,0,0.120350072,0.068392382,0.114334571,0.058362876,0.062543112,0.090905879,0,345.8395,0.994324631,0.132225281,1.65129E-05,13.16227005,347.0889,348.8155,346.0271
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",440.0304499,3.6911402,0.534322862,0.2,0,0,0.175573595,0.163551947,0.119947565,0.064280067,0.062614393,0.110036033,0,404.1276,1.226773965,0.141573154,1.75832E-05,15.89503347,405.6306,407.7495,404.3517
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",397.1660628,4.312284508,1.475094872,0.4,0,0,0.096187886,0.126615092,0.114390287,0.069653137,0.067256357,0.098128261,0,350.7418,1.127444629,0.139636765,1.69679E-05,17.10805184,352.2328,354.0328,350.959
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",413.7929455,3.495308485,0.776406186,0.2,0,0,0.109997155,0.13386194,0.11803853,0.067804557,0.063594141,0.108498372,0,366.9378,1.170643466,0.147025711,1.87811E-05,15.27312304,368.2742,370.1415,367.0729
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",389.0697934,3.988921089,0.833221211,0.1,0,0,0.156758995,0.176586616,0.11402175,0.068031268,0.072606226,0.111306073,0,360.9398,1.163599952,0.146459097,1.89406E-05,15.5032405,362.3329,364.2313,361.1071
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",455.3139304,4.849019534,1.715915702,0.3,0,0,0.151534886,0.171859345,0.120427071,0.066035474,0.070830448,0.117224324,0,430.4039,1.461874581,0.163346946,2.00441E-05,20.85966984,432.184,434.4455,430.6174
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",425.2224196,3.88516203,1.695489876,0.4,0,0,0.121224954,0.115694107,0.121135308,0.070985385,0.056572892,0.096661625,0,376.4638,1.221970548,0.153575812,1.87271E-05,18.50371876,378.066,379.992,376.6858
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",384.3914521,4.31611275,-0.51653461,0.1,1,0,0.154175031,0.18563939,0.116114556,0.065686656,0.065844491,0.089135581,0,297.7926,0.792741304,0.126243585,1.75606E-05,8.306310933,298.7213,300.2438,297.9277
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",448.6975047,4.754996752,-0.125838965,0.1,0,0,0.126556867,0.092995072,0.10332817,0.062591501,0.069799252,0.101227779,0,377.9214,1.094500879,0.144560362,1.89966E-05,12.1152578,379.066,380.9223,378.024
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",450.1296005,3.760675668,0.816363279,0.4,0,0,0.169565169,0.178445782,0.10258678,0.077516105,0.062849766,0.1079176,0,406.5463,1.276762062,0.15416961,1.95543E-05,16.6121209,408.0483,410.1388,406.7275
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",409.6541896,4.783644826,1.370966064,0,0,0,0.13198017,0.113071586,0.109253811,0.067437133,0.064004815,0.11177446,0,378.5395,1.261588096,0.150732953,1.87421E-05,17.85065644,380.0832,382.0612,378.7257
