elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 34.5 Mpa - national avg, A1-A3 total_cementitious","concrete, 34.5 Mpa - national avg, A1-A3 q_electricity","concrete, 34.5 Mpa - national avg, A1-A3 q_NG","concrete, 34.5 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 34.5 Mpa - national avg, A1-A3 plc_boolean","concrete, 34.5 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - East Texas,"coal extraction and processing - West/Northwest, WC, Surface",429.3101264,4.105434032,2.082318342,0.2,0,0,0.162144957,0.131058119,0.116801203,0.055129352,0.067727459,0.088321157,0,384.1177,1.197342651,0.154033048,1.86E-05,18.70297203,386.0443,388.2414,384.5154
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - East Texas,"coal extraction and processing - West/Northwest, WC, Surface",425.7263484,4.961393001,0.339913531,0,0,0,0.159981668,0.146291595,0.111511968,0.05319609,0.064439097,0.095475879,0,366.2887,1.036051478,0.140457795,1.82E-05,12.13623826,367.7173,369.7574,366.5568
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - East Texas,"coal extraction and processing - West/Northwest, WC, Surface",392.5374939,4.944223729,0.738388829,0.3,0,0,0.117716944,0.151165859,0.134097656,0.050738603,0.070846837,0.099335507,0,344.4556,1.030815735,0.140525949,1.83E-05,13.06723681,345.8309,347.7099,344.6777
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - East Texas,"coal extraction and processing - West/Northwest, WC, Surface",431.8695855,4.384799366,0.952873158,0.4,0,0,0.140704088,0.141920101,0.111862645,0.069232097,0.056677357,0.081820023,0,361.1229,1.015446622,0.14513385,1.83E-05,13.76026053,362.6546,364.6259,361.4301
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - East Texas,"coal extraction and processing - West/Northwest, WC, Surface",497.8973073,4.775631814,-0.154023714,0,0,0,0.096294333,0.150126534,0.098788699,0.073180094,0.054804668,0.091276421,0,395.777,1.059720751,0.146104899,1.90E-05,10.8522218,396.9923,398.9698,395.9373
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - East Texas,"coal extraction and processing - West/Northwest, WC, Surface",442.599594,4.286938618,0.943755453,0.3,0,0,0.117143765,0.148958317,0.125035284,0.068003148,0.065301683,0.084389785,0,369.1274,1.048140938,0.149084675,1.90E-05,13.98848449,370.6231,372.5877,369.3985
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - East Texas,"coal extraction and processing - West/Northwest, WC, Surface",498.3502306,3.78307704,2.221396886,0.1,1,0,0.148657401,0.114405667,0.110709798,0.058617299,0.072779235,0.081774895,0,387.6746,1.201662495,0.157338829,1.88E-05,19.39753356,389.568,391.6816,388.0444
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - East Texas,"coal extraction and processing - West/Northwest, WC, Surface",440.2746934,4.115720213,1.329312847,0.3,0,0,0.194329926,0.130517541,0.111986267,0.061936667,0.057512725,0.097549134,0,398.1694,1.208702442,0.150670528,1.86E-05,16.68098665,400.0172,402.3403,398.5513
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Uinta,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Strawn,"coal extraction and processing - Northern Appalachia, WC, Underground",400.0696064,3.961178346,0.391869594,0.3,0,0,0.126819102,0.136784127,0.138635407,0.064663587,0.07428885,0.096525002,0,345.1795,1.016333186,0.144980817,1.88E-05,13.15031004,348.0581,351.6966,346.231
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Uinta,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Strawn,"coal extraction and processing - Northern Appalachia, WC, Underground",450.6026074,3.957032711,1.585543226,0.5,0,0,0.125564228,0.143531128,0.109626571,0.067390457,0.067095479,0.073170482,0,366.287,1.068366398,0.154878758,1.85E-05,17.21766324,369.2556,372.6723,367.3198
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Uinta,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Strawn,"coal extraction and processing - Northern Appalachia, WC, Underground",405.5326565,3.523805633,0.643994073,0.2,0,0,0.131030258,0.166126139,0.122089204,0.07945353,0.076260728,0.114946419,0,374.3853,1.188568631,0.151514802,1.96E-05,15.44248624,377.755,381.9877,375.6175
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Uinta,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Strawn,"coal extraction and processing - Northern Appalachia, WC, Underground",394.4087251,3.912259957,0.791110063,0.1,0,0,0.175308559,0.152451263,0.09344804,0.075242398,0.06265097,0.110946353,0,362.454,1.14544851,0.145112961,1.81E-05,15.42793464,365.7363,369.7909,363.6574
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Uinta,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Strawn,"coal extraction and processing - Northern Appalachia, WC, Underground",390.3983197,4.220655479,0.903211016,0,0,0,0.137906601,0.130224762,0.121065938,0.064263285,0.051329988,0.1063576,0,350.0124,1.10383306,0.141752128,1.75E-05,15.1555116,353.1537,357.0004,351.1546
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Uinta,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Strawn,"coal extraction and processing - Northern Appalachia, WC, Underground",393.0674541,3.895905278,0.600076288,0.3,0,0,0.172886403,0.134328354,0.123219845,0.06826336,0.06947611,0.119507615,0,369.9737,1.183700134,0.146874463,1.87E-05,15.25543896,373.3704,377.6361,371.2282
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Uinta,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Strawn,"coal extraction and processing - Northern Appalachia, WC, Underground",438.7316572,4.280345235,0.328437459,0,0,0,0.122145136,0.128562873,0.117785816,0.063312227,0.069896156,0.105395313,0,380.7498,1.141511711,0.148354339,1.89E-05,14.02965683,384.0099,388.1829,381.9601
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Uinta,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Strawn,"coal extraction and processing - Northern Appalachia, WC, Underground",393.250296,3.614368505,1.462233451,0,0,0,0.110898152,0.170405043,0.089036946,0.060476281,0.065362877,0.073774212,0,321.7479,0.953113561,0.142285333,1.71E-05,15.46544247,324.3908,327.4125,322.6613
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Uinta,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Strawn,"coal extraction and processing - Northern Appalachia, WC, Underground",427.3177537,5.051838945,2.713014162,0.1,0,0,0.149902399,0.116670164,0.09293313,0.060518348,0.074260748,0.094596387,0,390.8307,1.319439489,0.161253058,1.84E-05,22.64893848,394.5021,398.5439,392.0929
