providers_electricity,providers_heat,providers_billet_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, rebar wf","fabrication, rebar elec","hot rolling, billets elec","hot rolling, billets wf","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.086588799,0.077039771,0.146040316,0,0.969756699,0.047100431,0.609998014,0.150995645,0.1283918,0.885477458,0.8552,0.002397639,0.001068947,1.71E-08,0.058412324
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.060119577,0.075907912,0.161103091,0,0.970168448,0.042931757,0.510786559,0.151412609,0.088136024,0.974918083,0.9997,0.002650768,0.001041872,2.21E-08,0.056069037
Electricity; at grid; generation mix - Duke Energy Carolinas,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Underground",0.087223571,0.075907368,0.15672451,0,0.963092521,0.040029507,0.506056127,0.1431241,0.133055132,0.992165769,0.799,0.002083337,0.001037945,1.92E-08,0.049841409
Electricity; at grid; generation mix - El Paso Electric Company,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.056910092,0.077478043,0.160038319,0,0.966520312,0.039250374,0.579938173,0.153415691,0.115022169,0.926342731,1.1014,0.00283569,0.001065005,1.53E-08,0.080381696
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.072171836,0.077079838,0.163266794,0,0.96258599,0.030559674,0.548531975,0.151818898,0.084287611,0.974089173,1.2123,0.003696754,0.001112954,3.02E-08,0.082168974
Electricity; at grid; generation mix - PacifiCorp East,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.083532709,0.07667573,0.14551333,0,0.974090285,0.038161813,0.606324736,0.158384389,0.124817161,0.788069155,1.3998,0.003772519,0.001115044,3.42E-08,0.090861247
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Gulf Lignite, LIG, Surface",0.050525555,0.075739322,0.160706911,0,0.978973393,0.016717181,0.511734962,0.15720217,0.084097648,1.065783798,1.108,0.003104611,0.001031892,2.84E-08,0.066279756
Electricity; at grid; generation mix - Public Service Company of Colorado,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Piceance,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.066003051,0.077202586,0.160290191,0,0.974807239,0.017762546,0.50077563,0.145098436,0.117727218,0.834810955,1.0416,0.002444597,0.001049277,2.41E-08,0.05769474
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.086121339,0.075254481,0.161397926,0,0.962586627,0.048212164,0.503555318,0.147562815,0.11370057,0.777936945,0.8791,0.002204105,0.001043596,2.09E-08,0.055338378
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.063642998,0.0752702,0.153989722,0,0.969433198,0.025235691,0.527727774,0.147251092,0.108809754,1.033996214,1.0169,0.002679971,0.001047153,2.23E-08,0.056620929
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.067250422,0.07646547,0.152503732,0,0.9731328,0.026970678,0.457530605,0.162661724,0.120457156,0.94649551,1.1203,0.00319626,0.001066048,2.90E-08,0.067317342
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Powder River Basin, BIT, Surface",0.055200438,0.075171229,0.152475492,0,0.969788704,0.026012647,0.52686279,0.148724867,0.117905514,0.934161384,0.9849,0.002968481,0.001046449,2.09E-08,0.070592755
Electricity; at grid; generation mix - Los Angeles Department of Water and Power,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.053049531,0.074041107,0.162025953,0,0.976930991,0.021014831,0.563979979,0.146296539,0.146767351,1.020447503,1.1244,0.002465711,0.001027886,2.34E-08,0.064642102
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.064422992,0.074051938,0.150853687,0,0.967085555,0.0459867,0.502343818,0.140422297,0.089009084,0.975375216,0.8449,0.002102796,0.00101719,2.03E-08,0.052588897
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.062215068,0.074986483,0.160408195,0,0.977070507,0.037542528,0.52312289,0.152241991,0.136294506,0.879683707,1.128,0.003176164,0.001045766,2.88E-08,0.068079819
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.082003772,0.076120593,0.149582608,0,0.961528913,0.014204325,0.560333995,0.148922673,0.104528451,0.911762736,1.1758,0.00319226,0.001094721,3.05E-08,0.064165981
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.062505488,0.074637496,0.145749687,0,0.969698723,0.012047812,0.455415825,0.151125836,0.054705799,0.913041689,1.0179,0.00252816,0.001054985,2.15E-08,0.060778722
Electricity; at grid; generation mix - ISO-NE,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Uinta,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.052089395,0.076303204,0.153436129,0,0.968685246,0.048375767,0.633888147,0.141032645,0.064310597,0.954997185,0.894,0.00216371,0.001017963,2.17E-08,0.055531466
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.089466144,0.075602407,0.137205894,0,0.96846045,0.02457627,0.568913675,0.14690388,0.140865308,1.00802321,1.0395,0.00272319,0.001077679,2.31E-08,0.05692392
Electricity; at grid; generation mix - Duke Energy Progress East,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.062071597,0.07645327,0.139993767,0,0.970698516,0.014483128,0.537592378,0.146481147,0.128196932,0.902551532,0.8458,0.002269748,0.001019673,2.16E-08,0.053220143
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.052329465,0.075145461,0.13532447,0,0.966582047,0.041281557,0.421364036,0.143140968,0.122426636,0.948583802,1.076,0.003079595,0.001058225,2.80E-08,0.065143371
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Underground",0.06107489,0.07598141,0.150565615,0,0.968197817,0.044507541,0.475648118,0.140996738,0.101103139,0.874617144,1.044,0.003129778,0.001076902,2.21E-08,0.072627347
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.059119115,0.07613082,0.1579782,0,0.977763179,0.037849601,0.484002375,0.143372414,0.11107643,0.900943202,1.1397,0.003250702,0.001057747,2.90E-08,0.069242099
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.057577688,0.076799774,0.140418945,0,0.967991436,0.030467524,0.429908475,0.140012138,0.139580661,0.833329641,0.9993,0.003001202,0.001062997,2.17E-08,0.069660274
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.084793523,0.075765679,0.138067371,0,0.968046814,0.010560883,0.501917254,0.144774082,0.101104663,0.89690209,0.7652,0.002146355,0.001039914,1.58E-08,0.053694915
