providers_electricity,providers_heat,providers_billet_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, rebar wf","fabrication, rebar elec","hot rolling, billets elec","hot rolling, billets wf","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkoma,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.062783941,0.076542318,0.152694512,0,0.976282329,0.032396925,0.485700552,0.154549609,0.097185953,0.933360209,0.9754,0.002549922,0.001033331,2.16E-08,0.054378536
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Uinta,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.084828971,0.074455975,0.13329736,0,0.975141041,0.040106895,0.528621692,0.1484245,0.094899592,0.892138756,1.1267,0.003028916,0.001071922,2.90E-08,0.061608763
"Electricity; at grid; generation mix - Duke Energy Florida, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.067176518,0.074838245,0.143057683,0,0.96771336,0.042068472,0.550659044,0.144473574,0.139076172,0.957851302,1.2393,0.003414413,0.001108228,2.19E-08,0.088173015
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.052535803,0.075779763,0.143649484,0,0.961543388,0.016422988,0.501897097,0.158004014,0.123647037,0.863243504,0.6207,0.001873937,0.001011738,1.83E-08,0.043938422
Electricity; at grid; generation mix - Balancing Authority of Northern California,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.063896843,0.076560668,0.142185215,0,0.977876381,0.010959068,0.649417529,0.159635657,0.088866157,0.825215335,0.9207,0.002274615,0.001037924,1.57E-08,0.061141646
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.075671974,0.075960965,0.13487053,0,0.971977805,0.048727803,0.486971514,0.153364038,0.070543818,0.84532675,1.0467,0.003138647,0.001086369,2.22E-08,0.073030259
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.055304411,0.076690033,0.147520943,0,0.976732201,0.015308673,0.608884441,0.152495089,0.146265766,1.060846462,1.1211,0.002988211,0.001036851,2.88E-08,0.06091991
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Uinta,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.056929779,0.076890128,0.134565263,0,0.966580253,0.018393383,0.592656468,0.150032045,0.144947346,0.778455492,1.1678,0.003257742,0.001050079,2.97E-08,0.069318788
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Underground",0.055634689,0.075220858,0.148164652,0,0.979973542,0.02980847,0.558361595,0.155919778,0.051466699,0.948549223,1.1747,0.003301132,0.00105852,2.98E-08,0.069619675
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.08135098,0.075411599,0.147792277,0,0.976094137,0.032666745,0.595991231,0.14438254,0.099865458,0.850810053,1.0406,0.00270091,0.0010608,2.28E-08,0.056546453
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.074895318,0.077975378,0.156808016,0,0.962830974,0.040325936,0.422979039,0.159325982,0.106166184,1.070287364,1.1328,0.003219049,0.001083587,2.92E-08,0.068101979
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.08384262,0.07535762,0.151702359,0,0.97644787,0.013956106,0.617130548,0.153879826,0.07195029,0.938541028,1.0181,0.00268829,0.001057433,2.36E-08,0.055662423
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.069619977,0.07694288,0.132077287,0,0.978644254,0.036152024,0.60181618,0.147831964,0.109457428,0.900169211,1.093,0.00265021,0.00106077,2.21E-08,0.064321643
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.050107511,0.077587417,0.164704923,0,0.962231466,0.014974969,0.551476546,0.14393849,0.127642616,0.94056539,1.2031,0.00341577,0.001075646,3.09E-08,0.071338156
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Underground",0.08314484,0.075744225,0.152824431,0,0.961384858,0.014005307,0.558119265,0.151538618,0.141693041,0.928544006,0.9858,0.002572116,0.001047666,2.18E-08,0.054873789
Electricity; at grid; generation mix - PacifiCorp East,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.058853035,0.075672988,0.151364137,0,0.978719946,0.025957881,0.413815587,0.1512505,0.145987723,0.87899818,1.1547,0.002819261,0.001041048,2.96E-08,0.063468409
"Electricity; at grid; generation mix - Gila River Power, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.068162985,0.076462438,0.160991589,0,0.968905044,0.021399741,0.501856209,0.156455448,0.141172878,0.936203783,0.9631,0.002896669,0.00107787,1.52E-08,0.086021513
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Underground",0.082487439,0.074659006,0.152431917,0,0.964633199,0.049318959,0.442655722,0.143802999,0.082840677,0.816250037,0.747,0.002081091,0.001034605,1.57E-08,0.052335102
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Underground",0.055046178,0.075717157,0.155864723,0,0.977886432,0.047064783,0.522169608,0.147933278,0.074773174,0.83829677,1.0173,0.003044426,0.001044121,2.10E-08,0.072174722
Electricity; at grid; generation mix - Nevada Power Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Underground",0.05889031,0.0759228,0.152981276,0,0.977672106,0.030300499,0.52963928,0.143200325,0.147481889,0.808168981,0.9688,0.002411121,0.001038934,1.71E-08,0.075256127
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.066564596,0.077057522,0.159349086,0,0.966524847,0.02457637,0.518715815,0.149400284,0.118666219,0.903106365,0.7877,0.002177644,0.001030741,1.59E-08,0.066235853
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.084370599,0.075857614,0.141163318,0,0.960653142,0.025694154,0.620907084,0.139854567,0.111988195,1.056960469,0.6694,0.001992128,0.001051749,1.92E-08,0.046685383
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.056739954,0.076513733,0.139050774,0,0.968652503,0.046216441,0.487952681,0.142327118,0.131951033,0.817135936,1.1282,0.003218884,0.001066389,2.92E-08,0.067833615
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.068461582,0.077498524,0.151138535,0,0.975476296,0.031650474,0.552756734,0.14970577,0.083916383,1.068301148,0.8225,0.002265888,0.001040518,1.65E-08,0.05609084
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.059442235,0.075620731,0.146782168,0,0.97130971,0.027337645,0.466442044,0.152029398,0.056184263,0.972449388,0.9084,0.002390943,0.001013869,2.05E-08,0.051535707
Electricity; at grid; generation mix - El Paso Electric Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.089538859,0.076450109,0.161625357,0,0.976711113,0.019823558,0.442262612,0.140631262,0.066946211,0.747369482,1.0669,0.002804456,0.001098556,1.65E-08,0.077443326
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.074236131,0.077894521,0.135620843,0,0.966812267,0.011994933,0.537399906,0.154657015,0.100402316,0.849617203,1.183,0.003383403,0.001086679,3.06E-08,0.070731202
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.059915418,0.076609342,0.150145156,0,0.970248055,0.026773098,0.560063255,0.151102814,0.059791334,0.978864284,0.579,0.001731894,0.000990254,1.69E-08,0.042501843
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.078033676,0.075346588,0.132825558,0,0.970779392,0.030351597,0.472619654,0.137734745,0.136617722,0.805180612,1.0275,0.00294498,0.0010772,2.06E-08,0.078171931
Electricity; at grid; generation mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkoma,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.083366427,0.075818966,0.143233695,0,0.96422161,0.026993368,0.552813442,0.14623892,0.115176864,0.883337877,1.3683,0.002815329,0.001058603,2.60E-08,0.060782978
Electricity; at grid; generation mix - Nevada Power Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.082698372,0.077031003,0.143763843,0,0.979833164,0.029374597,0.470741214,0.150741241,0.121681795,0.966609092,0.9489,0.002378605,0.001055016,1.72E-08,0.073592743
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.068653711,0.074041993,0.146346365,0,0.960562474,0.04950711,0.583398542,0.143437452,0.138899666,0.969187707,1.2797,0.004033191,0.00112654,3.16E-08,0.09155695
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Gulf Lignite, LIG, Surface",0.056353106,0.075322758,0.157695825,0,0.962901675,0.045828347,0.441931176,0.147047135,0.070609961,1.065581901,0.9643,0.002554753,0.001040198,2.19E-08,0.053880885
Electricity; at grid; generation mix - Western Area Power Administration - Rocky Mountain Region,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.068320493,0.077088485,0.137018551,0,0.978216695,0.022174418,0.479573271,0.145006427,0.07713944,0.83173595,1.2821,0.002524408,0.001022041,2.77E-08,0.057249391
Electricity; at grid; generation mix - Florida Municipal Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Underground",0.073148941,0.074250006,0.141689431,0,0.97953443,0.01945143,0.462042148,0.148712499,0.11180821,0.907544975,1.0885,0.00245688,0.001046764,2.22E-08,0.058991386
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.063925137,0.075995306,0.150393989,0,0.977059375,0.026910877,0.638682337,0.141060069,0.07694731,0.978785859,0.9276,0.002432767,0.001052186,1.59E-08,0.064104594
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.077139097,0.075119398,0.149531291,0,0.979004704,0.027854065,0.490725202,0.142205412,0.074890939,0.999073873,1.195,0.003767472,0.001104158,2.94E-08,0.087171106
Electricity; at grid; generation mix - PacifiCorp East,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Uinta,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.058000204,0.074465108,0.164814997,0,0.972700804,0.048079813,0.528288209,0.146439198,0.08248457,0.803951568,1.2396,0.002924726,0.001032867,3.12E-08,0.066417983
Electricity; at grid; generation mix - Arizona Public Service Company,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.055179846,0.073431906,0.149655123,0,0.974406753,0.011294995,0.481898015,0.144512096,0.076948553,0.877649572,1.1508,0.003002002,0.00105525,2.47E-08,0.077895816
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.086124418,0.076805401,0.142897529,0,0.972923907,0.028873599,0.482686913,0.15153369,0.140801666,0.883616484,1.1597,0.003275543,0.001090489,2.97E-08,0.069218787
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.074281715,0.076127623,0.136310694,0,0.972360867,0.023826308,0.558886596,0.158568278,0.107654044,0.876030614,1.0795,0.00263692,0.00106503,2.23E-08,0.063610355
Electricity; at grid; generation mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.061334569,0.075590458,0.138074325,0,0.973885909,0.043599637,0.587026431,0.153187871,0.120725884,0.918078078,1.4386,0.003425867,0.001084313,2.67E-08,0.079410836
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.082051822,0.077335219,0.135827321,0,0.972472377,0.014476459,0.514114758,0.160452108,0.102478028,1.025669797,0.8608,0.002118169,0.001031077,2.07E-08,0.053257743
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.056976269,0.075332019,0.137929957,0,0.964132826,0.016569198,0.580671843,0.154473516,0.060316719,0.898757743,1.1533,0.003247645,0.001055215,2.95E-08,0.069100376
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.058937421,0.07749487,0.136480794,0,0.97860616,0.012477423,0.59691056,0.149839485,0.103061975,0.884827642,1.0588,0.0031513,0.001057672,2.16E-08,0.074622063
Electricity; at grid; generation mix - NorthWestern Corporation,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.066202099,0.076263251,0.142560615,0,0.978885439,0.010357944,0.450843352,0.157132274,0.08298663,1.002645738,1.2275,0.002940417,0.001033973,3.24E-08,0.059343233
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - San Juan,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Underground",0.065879551,0.074943388,0.146968459,0,0.961491484,0.023322939,0.568866437,0.151530978,0.088612653,0.98727776,1.1494,0.003444456,0.001100383,2.33E-08,0.081143246
"Electricity; at grid; generation mix - Associated Electric Cooperative, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.073767323,0.076739555,0.147068415,0,0.973774647,0.025800594,0.423737029,0.148252375,0.101205363,0.782636647,1.1003,0.003780282,0.001077689,2.80E-08,0.077458085
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.081468741,0.077069833,0.164156617,0,0.967818104,0.023261961,0.694682373,0.160605902,0.06590564,0.854692407,1.2217,0.00325478,0.001071036,3.12E-08,0.065354196
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Uinta,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.07686763,0.077396582,0.147480402,0,0.977544909,0.042647199,0.529370784,0.152374736,0.072953308,0.951081656,1.1285,0.003019674,0.001062282,2.89E-08,0.061396558
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.05964405,0.075791688,0.15077343,0,0.976378186,0.020562197,0.61666862,0.144992658,0.050146046,1.026821644,0.9598,0.002511584,0.001017215,2.22E-08,0.05277023
Electricity; at grid; generation mix - Western Area Power Administration - Rocky Mountain Region,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - San Juan,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.067109348,0.077871569,0.162172595,0,0.970542686,0.036926319,0.523861566,0.146164359,0.11995153,0.886974803,1.3865,0.002735365,0.001035939,2.89E-08,0.063414787
Electricity; at grid; generation mix - Ohio Valley Electric Corporation,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.057369978,0.076043644,0.156577049,0,0.970963606,0.022328185,0.599071246,0.14546196,0.105697831,0.896047596,1.6654,0.003910778,0.001079445,3.98E-08,0.080243153
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.057524631,0.073664324,0.133668287,0,0.974679064,0.015043353,0.491327183,0.153599751,0.067484541,0.989453841,1.1109,0.003421352,0.001076194,2.78E-08,0.077458352
Electricity; at grid; generation mix - Nevada Power Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.084151512,0.076135606,0.163237312,0,0.967636271,0.038299842,0.468948955,0.145646938,0.072093446,0.83338448,0.9766,0.002479812,0.001072997,1.79E-08,0.075661426
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.059641028,0.075803245,0.158221337,0,0.963508701,0.020275078,0.536768166,0.16036879,0.142640389,0.872145972,1.1368,0.003220993,0.00105226,2.92E-08,0.068329463
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.073869034,0.076013429,0.13523632,0,0.975226381,0.021664854,0.6509038,0.152465996,0.058904048,0.935512727,0.5966,0.001760866,0.001006257,1.73E-08,0.043240252
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Uinta,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.069020341,0.076149144,0.13606915,0,0.971092374,0.029493579,0.504990247,0.155186548,0.140080448,0.989550927,0.9913,0.002575075,0.001044375,2.20E-08,0.054259365
Electricity; at grid; generation mix - Duke Energy Progress East,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.066170634,0.075317882,0.158162279,0,0.974467043,0.027596399,0.423764135,0.141393267,0.059740834,0.751076861,0.7955,0.002133346,0.001017262,2.08E-08,0.049927485
"Electricity; at grid; generation mix - Public Utility District No. 2 of Grant County, Washington","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.063300231,0.074633726,0.1542889,0,0.966385522,0.023260759,0.561319534,0.145553705,0.088308162,0.968470011,0.5205,0.001627734,0.001002174,1.60E-08,0.038138374
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.071359134,0.075751381,0.145865391,0,0.973913021,0.043153078,0.561702354,0.153299773,0.130172058,0.9119835,1.1584,0.003255638,0.001062787,2.95E-08,0.069350929
"Electricity; at grid; generation mix - Duke Energy Florida, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Lignite, LIG, Surface",0.063369969,0.076915625,0.140911227,0,0.972296213,0.034473812,0.523556976,0.14912919,0.123915701,0.887342818,1.1698,0.00286635,0.001067138,2.13E-08,0.069704098
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Underground",0.062699028,0.078236946,0.150669831,0,0.978355835,0.01022124,0.420981985,0.152504906,0.117768261,0.962991248,0.9566,0.002861414,0.001045882,2.04E-08,0.067983928
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.067032546,0.075991383,0.148342371,0,0.964478589,0.045442341,0.670768292,0.14624533,0.083789518,1.008583349,0.909,0.002367394,0.001047113,1.51E-08,0.063774159
Electricity; at grid; generation mix - Turlock Irrigation District,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Lignite, LIG, Surface",0.078275626,0.07476942,0.164121299,0,0.979121359,0.011240343,0.608459506,0.152173687,0.050895306,0.900134199,1.0148,0.002258651,0.00104762,1.63E-08,0.060240279
Electricity; at grid; generation mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.056378329,0.076542182,0.142133739,0,0.968890079,0.048280947,0.502923178,0.149816479,0.057364616,0.82516149,1.3159,0.002820735,0.001049167,2.59E-08,0.05917773
Electricity; at grid; generation mix - Portland General Electric Company,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Fort Worth,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.056126712,0.073445106,0.145766482,0,0.966524938,0.03410874,0.570606691,0.145766884,0.13869953,0.932776279,0.7753,0.002189741,0.001017459,1.49E-08,0.061700894
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.079272602,0.077956272,0.1356828,0,0.973678702,0.01655916,0.627443598,0.147388847,0.07265028,0.892392163,1.0529,0.002736794,0.001063203,2.31E-08,0.057119527
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.065868525,0.076169463,0.160083765,0,0.978624299,0.049085121,0.607099533,0.150152528,0.071161149,0.925108621,1.0344,0.002674819,0.001043635,2.25E-08,0.055975441
