elec120V_cmu_plant,natgas_cmu_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,elec_medV_forExClay,heat,"CMU, light-weight, A1-A3 q_cement",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - El Paso Electric Company - BA,natural gas extraction and processing - Arkoma,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Uinta,"coal extraction and processing - Central Interior, BIT, Surface",Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"heat, from natural gas, in industrial boiler",220.49498353137795,0.12498563170720943,0.18062860444872256,0.10832989601243417,0.058762263872679174,0.06223801432032508,0.09508636961841986,0.0,369.2851,0.9345582697287504,0.5866040507241193,1.0999154596810267e-05,14.624629359527392,375.6961,384.8699,374.4087
Electricity; at user; consumption mix - El Paso Electric Company - BA,natural gas extraction and processing - Arkoma,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Uinta,"coal extraction and processing - Central Interior, BIT, Surface",Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"heat, from natural gas, in industrial boiler",193.22302080594545,0.15951851692067587,0.1488977977519705,0.11432474968440803,0.06279775221507099,0.07085059714325365,0.10327377360637957,0.0,354.4141,0.9133850920651593,0.5841704851029375,1.0918041880634165e-05,14.449189968670753,360.8141,369.9605,359.5377
Electricity; at user; consumption mix - El Paso Electric Company - BA,natural gas extraction and processing - Arkoma,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Uinta,"coal extraction and processing - Central Interior, BIT, Surface",Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"heat, from natural gas, in industrial boiler",212.69818766289413,0.14283471978229495,0.17594147151844156,0.11480864717824256,0.06335972872179695,0.07012263928467204,0.09011227128195753,0.0,362.3489,0.9018887974529287,0.5861791709892087,1.1069452516142381e-05,14.38714610083275,368.7596,377.8887,367.4808
Electricity; at user; consumption mix - El Paso Electric Company - BA,natural gas extraction and processing - Arkoma,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Uinta,"coal extraction and processing - Central Interior, BIT, Surface",Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"heat, from natural gas, in industrial boiler",196.89692649485394,0.15849287579574525,0.15375942254501423,0.13893130489000188,0.06576961982488791,0.06154738275668553,0.07551095166345617,0.0,342.0542,0.8122916987529514,0.5838285327336297,1.090914097358074e-05,13.63356786038257,348.4415,357.4161,347.1923
Electricity; at user; consumption mix - El Paso Electric Company - BA,natural gas extraction and processing - Arkoma,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Uinta,"coal extraction and processing - Central Interior, BIT, Surface",Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"heat, from natural gas, in industrial boiler",206.46132825170017,0.11835814044369328,0.12578816803861328,0.101217513685425,0.07012369756255417,0.06278705996797981,0.11635723545611093,0.0,368.7658,0.9885829854468174,0.5857685687504159,1.0966966204501284e-05,15.004041644494164,375.1703,384.4215,373.8711
Electricity; at user; consumption mix - El Paso Electric Company - BA,natural gas extraction and processing - Arkoma,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Uinta,"coal extraction and processing - Central Interior, BIT, Surface",Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"heat, from natural gas, in industrial boiler",184.3179551100174,0.18968814048363106,0.16194629135700778,0.12391014074888007,0.06934656069447076,0.07519894837379472,0.12320891715522492,0.0,361.5256,0.9760415839620842,0.5851155333461433,1.1191828845715196e-05,15.017944502843292,367.9476,377.2206,366.6502
Electricity; at user; consumption mix - El Paso Electric Company - BA,natural gas extraction and processing - Arkoma,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Uinta,"coal extraction and processing - Central Interior, BIT, Surface",Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"heat, from natural gas, in industrial boiler",184.6674906872241,0.14268885229219988,0.1360948325681787,0.11185065161846887,0.07102595947148473,0.07825908274476351,0.10894318024054125,0.0,347.591,0.9082329575704586,0.5833939360357233,1.0884678110311416e-05,14.336203142121262,353.9752,363.0923,352.7026
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Underground",Electricity; at grid; consumption mix - ISO-NE - BA,"heat, from natural gas, in industrial boiler",158.3067776060455,0.11720311384475694,0.1615526902815362,0.09669882702895034,0.06785936879493096,0.06504872025366482,0.11111035836460584,0.0,287.3438,0.77334913231822,0.5758922215723251,9.714765898893186e-06,12.245830630189904,293.5741,302.2189,292.3396
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Underground",Electricity; at grid; consumption mix - ISO-NE - BA,"heat, from natural gas, in industrial boiler",197.65156058581385,0.0922235152013629,0.1632880754847459,0.09165583504972447,0.06396043447871262,0.06726507989251075,0.10940182230127171,0.0,321.2546,0.8665757186808644,0.5813573980431841,1.0186451658063259e-05,13.100810353253701,327.5998,336.6414,326.3315
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Underground",Electricity; at grid; consumption mix - ISO-NE - BA,"heat, from natural gas, in industrial boiler",179.69164424959914,0.13747157263616935,0.09961806736565629,0.12344256392567614,0.06366171157373851,0.06173526218998458,0.09035951346824918,0.0,297.681,0.7593225530128788,0.5791449916507847,1.0034788773323962e-05,12.37609496445706,303.928,312.5351,302.6858
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Underground",Electricity; at grid; consumption mix - ISO-NE - BA,"heat, from natural gas, in industrial boiler",193.3701815770668,0.1579030940363178,0.13372102425651236,0.12190434057271447,0.06180621435322445,0.06685149150060503,0.09734079236259284,0.0,315.8114,0.8217083877565723,0.5820590780726289,1.0322927940739135e-05,13.085720003137302,322.1487,331.0716,320.8864
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Underground",Electricity; at grid; consumption mix - ISO-NE - BA,"heat, from natural gas, in industrial boiler",192.99325266756662,0.1400438645678405,0.11883962630531184,0.11093243901781862,0.06217055540148477,0.06270491429556496,0.09193688786560524,0.0,310.1739,0.7944534550844511,0.5807646600180653,1.0120044971392563e-05,12.741380013002894,316.4693,325.2487,315.2167
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Underground",Electricity; at grid; consumption mix - ISO-NE - BA,"heat, from natural gas, in industrial boiler",191.94599818554454,0.12934806384825964,0.1502738418153361,0.11750875470050406,0.057336499484221135,0.07078573500935259,0.09948521271891385,0.0,313.5736,0.8217819874190232,0.5814626366289342,1.0273883427472048e-05,12.929189912781972,319.8926,328.7753,318.6317
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Underground",Electricity; at grid; consumption mix - ISO-NE - BA,"heat, from natural gas, in industrial boiler",183.90541369921488,0.14484888326243178,0.15771914965376538,0.10966073665771044,0.060022153987915786,0.07227294107946715,0.09667658254370841,0.0,305.4828,0.793156650824685,0.5800131154489002,1.0101361982680755e-05,12.70889492138928,311.7725,320.5463,310.5219
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Underground",Electricity; at grid; consumption mix - ISO-NE - BA,"heat, from natural gas, in industrial boiler",196.6154201577826,0.12235081419520205,0.10814072410796016,0.12504310581145925,0.0722071249258907,0.05937665413457109,0.10385558827187204,0.0,320.3755,0.8508103273180793,0.5827212374449888,1.0445601139464401e-05,13.175892502251962,326.7263,335.7285,325.4555
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Underground",Electricity; at grid; consumption mix - ISO-NE - BA,"heat, from natural gas, in industrial boiler",179.41417429520487,0.10671209172354452,0.08123452569044459,0.10402790851877909,0.07562189168323441,0.0682251419904685,0.09735950880995653,0.0,299.2596,0.7797322841000731,0.57905332312017,1.0052092433414046e-05,12.39745609681565,305.511,314.1698,304.2648
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Underground",Electricity; at grid; consumption mix - ISO-NE - BA,"heat, from natural gas, in industrial boiler",202.1546611120797,0.16276839947042152,0.16146887609270627,0.09577213690867742,0.06806479364120474,0.05784745979982698,0.09437579040146785,0.0,321.0306,0.8269935970148603,0.5818313465410117,1.0119537312851944e-05,13.156487933699276,327.3794,336.3506,326.1192
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"heat, from natural gas, in industrial boiler",190.2834196590103,0.15984234779273238,0.09799353154638075,0.10188924178081096,0.06750702077122255,0.06752421640000482,0.09474418556222472,0.0,311.2918,0.810068594478129,0.5783639719671355,9.524802244020097e-06,12.781630987191267,317.2048,324.8511,315.9535
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"heat, from natural gas, in industrial boiler",207.7993482000151,0.1352315438780638,0.12891833245511822,0.12056007025118061,0.061244767096459096,0.06684973348653268,0.1156638414063255,0.0,338.3834,0.9374242632411227,0.5824769831713117,1.0039562010102019e-05,13.868718040925438,344.3191,352.1335,343.0199
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"heat, from natural gas, in industrial boiler",156.63083642873937,0.16928609003401798,0.16527331892250657,0.11257506071200019,0.06335200527379942,0.0689475229169167,0.10335979777712143,0.0,286.696,0.7612934851576851,0.574177404172124,9.221611204691228e-06,12.256874042834438,292.5742,300.1268,291.3475
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"heat, from natural gas, in industrial boiler",188.81312710278507,0.09673478351206674,0.13567441058849358,0.1062545352930917,0.07171859152964653,0.06911759103866458,0.1164514340788412,0.0,318.7625,0.8829047676856463,0.5790747308133707,9.74305470617504e-06,13.237570617684794,324.6585,332.3476,323.3837
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"heat, from natural gas, in industrial boiler",190.3164980931317,0.12776171688090773,0.12812831638097066,0.10089848146428183,0.0630303480524653,0.06049068496897975,0.09664741965225417,0.0,310.0977,0.8119545497888765,0.5777613360974162,9.445810779531178e-06,12.701545451662938,315.996,323.6161,314.7461
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"heat, from natural gas, in industrial boiler",201.95211045327414,0.13725647419524845,0.17742285763355392,0.09347192386769033,0.06519362570206554,0.061270159045726136,0.10343794323811303,0.0,324.7153,0.8678276857791114,0.5797836079639779,9.610565254605383e-06,13.226477903098823,330.6326,338.3478,329.362
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"heat, from natural gas, in industrial boiler",199.676523058416,0.1078324608342909,0.12268981040140396,0.11725976178141037,0.07214787270877777,0.06026341674129073,0.11179239315735241,0.0,326.7285,0.8953549004167989,0.5806278567237572,9.871038886333741e-06,13.413297575677841,332.6408,340.3651,331.3583
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"heat, from natural gas, in industrial boiler",205.73654691559184,0.1149301950832616,0.1330916035745554,0.11750100370094266,0.061873336687588626,0.052112885835798324,0.0857013759894656,0.0,316.1573,0.8011776465061444,0.5794464713477269,9.600061758816026e-06,12.654773227728652,322.0663,329.6732,320.8143
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"heat, from natural gas, in industrial boiler",197.12194534639036,0.13622956764501212,0.14665364961879937,0.10748422990993572,0.06232807526394033,0.07198939816629216,0.1194638785898713,0.0,330.5333,0.9227374709703424,0.5808200004713674,9.866541539737798e-06,13.692436926059584,336.4555,344.2409,335.1654
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"heat, from natural gas, in industrial boiler",202.58357491262626,0.12630786435645572,0.11911724173043398,0.11465907302470273,0.07228458603538494,0.07039678647632158,0.10983500368565167,0.0,329.6198,0.8984482623845296,0.581410827295614,9.957458335563985e-06,13.510194316323163,335.5444,343.2928,334.2587
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",193.77839591746715,0.1316928808542611,0.14157065106828384,0.12955953623814934,0.061136103578470685,0.06359872586851717,0.12071001091670128,0.0,362.8051,1.0645412442507804,0.5896351189006914,1.1236209275499483e-05,17.078290036434165,369.1572,378.1073,367.8147
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",182.45137319418342,0.19044699346952332,0.14502310626442996,0.11622908716295052,0.0658689762105454,0.059873222454632315,0.08985603852280043,0.0,339.593,0.9266608356252024,0.5859564590055585,1.0758591168472586e-05,15.963763259961627,345.9173,354.6518,344.6248
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",176.5432036409327,0.10979538039842018,0.1269895179790414,0.10635990763757745,0.07538489859158064,0.06545568244067028,0.1000332849506689,0.0,332.3855,0.9342106480101217,0.5850670572457096,1.0670451775124456e-05,15.881446387785521,338.6787,347.3548,337.3832
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",201.02223530796545,0.11698552090189848,0.07527738552615297,0.10055225046600572,0.0640629708559347,0.06415459562450775,0.09473582479548702,0.0,351.3918,0.9720189041390845,0.5878022210894279,1.0840708912112675e-05,16.26664048268081,357.7154,366.4849,356.4038
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",186.71075270412757,0.12797528559825183,0.12274565117383913,0.08945994718501074,0.06487938818567333,0.06427758082401959,0.07127485493209731,0.0,325.9793,0.8498256570884333,0.5839473220225868,1.0365175341009749e-05,15.204376361417578,332.261,340.8025,330.9936
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",191.63398972399168,0.17487169333082817,0.13944535920368525,0.1161747145449507,0.06491455323361661,0.06205474713116788,0.07993020457171807,0.0,340.7462,0.9063415513178807,0.5867308752094131,1.080648003219004e-05,15.813110873273684,347.0704,355.7626,345.7807
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",199.13028165217602,0.14078591534846938,0.10287996707112965,0.1175765716473785,0.057234344836896836,0.07357740006070905,0.09383174701929109,0.0,352.5347,0.9723176638329589,0.5887398316419908,1.1057640784718919e-05,16.344659831945528,358.872,367.6627,357.5573
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",202.1617180217093,0.13821459696930607,0.12123181134637338,0.11580131731649154,0.0648790650435426,0.06290634592357863,0.09868984744032835,0.0,357.6987,0.9979512061675118,0.5891489812411771,1.1073966117720254e-05,16.55102703220759,364.0423,372.8808,362.72
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",201.8571155582331,0.12549392270146434,0.13534255289292568,0.1220180880957505,0.061161630956979254,0.06648863024021705,0.08146528566102557,0.0,345.8185,0.9245127007191771,0.5882628787800536,1.0967719579334817e-05,15.933934679936922,352.1412,360.8305,350.8399
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",177.19221452987318,0.10326201862207612,0.14150595777822517,0.11743023685569488,0.06110956932648755,0.06739234514352511,0.11655571150636071,0.0,341.331,0.9944391063210434,0.5860726815708279,1.081344670372987e-05,16.373998893857078,347.6377,356.421,346.3229
