elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 MPa - national avg, A1-A3 total_cementitious","concrete, 17.2 MPa - national avg, A1-A3 pct_scm","concrete, 17.2 MPa - national avg, A1-A3 pct_scm_flyash","concrete, 17.2 MPa - national avg, A1-A3 q_electricity","concrete, 17.2 MPa - national avg, A1-A3 q_NG","concrete, 17.2 MPa - national avg, A1-A3 plc_boolean","concrete, 17.2 MPa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Surface",269.0482238581031,0.2,0.5,4.202368862447347,0.990544104854886,0.0,0.0,0.13956308408089277,0.15632108517403978,0.11209032763410279,0.06589103656537358,0.061026717502168,0.11039445752800846,262.2745,0.8687476795028022,0.11910245097125254,1.0441637637494675e-05,12.464126674272277,263.3372,264.9299,262.5849
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Surface",265.3318779183778,0.0,0.5,4.294119052796174,1.337238646392582,0.0,0.0,0.14498286907132857,0.13462901223981638,0.10993943818286031,0.07323139152489778,0.06394038783254942,0.06154941305734316,274.3774,0.7728819633847935,0.12137110220338765,9.913703361197366e-06,12.771191893483618,275.5447,277.0802,274.7803
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Surface",273.5415100652691,0.2,1.0,4.06806660019323,1.7470009459610467,0.0,0.0,0.17402407560008148,0.10951987705090618,0.10144763259802032,0.06305008449524555,0.05982400869120423,0.08508739922080677,258.4089,0.8485617199074794,0.11766149528358662,9.063254802049239e-06,14.482616238127978,259.6177,261.2369,258.8038
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Surface",263.1728239818661,0.2,0.5,3.8071051463799037,1.5967444173341319,0.0,0.0,0.14634409502530116,0.1512535260071314,0.1088369560637127,0.059905609294232734,0.07024471636487509,0.08246196580250409,248.7817,0.8085709055053063,0.12092034326096143,1.0275051378151647e-05,13.781166959303379,249.9659,251.4879,249.1617
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Surface",278.05447935667837,0.2,1.0,3.617386067988376,0.5576515746360747,0.0,0.0,0.12864003193575776,0.1735745607375257,0.1029044884508046,0.07053126276060698,0.06724865993903589,0.09887863222859376,250.7501,0.7669776734848381,0.11233017304833656,9.562150642255771e-06,10.103200032158194,251.6869,253.1249,251.0321
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Surface",261.4233281002876,0.0,0.5,4.292790277145445,1.2231205877192641,0.0,0.0,0.162518307260579,0.16433045894819764,0.07610475831085603,0.06443799313026849,0.062091022231940365,0.122408304621153,317.8097,1.0805579466827775,0.12351320376837067,9.902010840987143e-06,15.004418915010605,318.9737,320.942,318.1348
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Surface",271.51750984624334,0.4,0.0,3.1994294611005976,0.33974346041996173,0.0,0.0,0.11705951885901138,0.13085120436344724,0.11482124694138132,0.059034462379870825,0.060043925262204006,0.09889045233724239,207.3572,0.6475137733986849,0.11883831047049641,1.2598072322917863e-05,9.01458459023435,208.2806,209.4837,207.6356
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Surface",269.16352698821487,0.1,0.5,3.9845929025467757,1.0258895865517437,0.0,0.0,0.1921438563910931,0.11242366285550896,0.10916426158873464,0.07109777730655886,0.07712843921261536,0.0866928909892905,281.9946,0.8539016880584156,0.12341193081281401,1.102347686157731e-05,12.765337655026375,283.1438,284.8346,282.3758
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Processing",255.33072463301053,0.2,1.0,3.786830543902758,0.01384058839257063,0.0,0.0,0.17060734599056854,0.16065418675807647,0.11879544263519287,0.06798816480391708,0.06700645337765475,0.08356214071837507,233.0987,0.5955535880629017,0.10359287021237713,9.150374125576624e-06,6.995586383955909,233.9753,235.5401,233.471
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Processing",255.21173744568475,0.1,0.5,4.1517293517962965,0.44491868746112256,0.0,0.0,0.14169130546591469,0.14228046585253995,0.09118498626778399,0.06644977696031387,0.059849638623218675,0.09314778247593397,263.1208,0.7408372072093842,0.11062673601651309,9.517402239363962e-06,9.583865288139826,264.1334,265.9509,263.525
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Processing",255.56683199351386,0.5,1.0,3.74477486378803,1.7124565957357396,0.0,0.0,0.15704619205832554,0.13394124642867508,0.1004523512646174,0.06720271924653212,0.07182168300605274,0.09995251962450455,185.5306,0.6640887245235217,0.1051507400151503,8.295278545876608e-06,12.285827616634528,186.6522,188.1243,185.9429
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Processing",242.35881539367338,0.1,0.5,4.003397746625151,0.9704174971031493,0.0,0.0,0.14807594355772818,0.1342246117289563,0.09354520859657006,0.06383394152490497,0.07037429387940682,0.1206692274495931,279.369,0.902667474978603,0.11594828048713354,9.990472289909817e-06,12.484792542122774,280.526,282.6384,279.8047
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Processing",253.52013492276737,0.4,0.5,4.13143210563317,1.2849488893305065,0.0,0.0,0.14088336624075387,0.15618022276588728,0.10166808660058352,0.06338833021351228,0.06342160477621137,0.11722593962386312,217.205,0.7539587290031432,0.1139197475640518,1.0372256906592183e-05,12.22204277674916,218.3422,220.0286,217.6172
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Processing",265.9795024662149,0.4,0.0,4.2764551802143025,0.3403877600290222,0.0,0.0,0.15841567756215946,0.1587442144058573,0.10571970389302084,0.06946496595620194,0.06164385034388894,0.10645048537928739,221.1252,0.6702423130415283,0.11897324042745769,1.287027865722623e-05,9.25121796780143,222.1452,223.7398,221.5102
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Processing",250.2945578569485,0.5,0.5,4.13229941006449,0.8844338704451808,0.0,0.0,0.1161760436604582,0.15171711177088817,0.1288169980730058,0.06391751181772738,0.07071426873505855,0.09913005127218641,178.4091,0.5905786393314043,0.11000084307708785,1.0739907079668154e-05,9.650837362857839,179.4123,180.7342,178.7736
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Processing",249.40588681282412,0.5,0.5,4.318929382818727,1.1889374996050315,1.0,0.0,0.15140883943422564,0.1571025472727913,0.10925910457808156,0.058315543616970826,0.06198600578525189,0.09206487798766028,172.1519,0.5862693158473433,0.1084531573841493,1.0082208013653517e-05,10.613031741042663,173.2029,174.5235,172.5412
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Processing",271.6819826343769,0.3,1.0,3.8203471832278906,1.1391886637282984,0.0,0.0,0.13322278403183213,0.14284709298143966,0.09925286184818397,0.06375006194882922,0.063685846570805,0.0871782266272843,226.9111,0.6949948924266756,0.10748506620965172,8.54517691197423e-06,10.995193713388097,227.9806,229.6002,227.3209
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Processing",255.63254391489346,0.4,0.5,3.6247077792120628,0.26242909686202776,0.0,0.0,0.12458815978955114,0.12976984908783326,0.10459210445169247,0.06414690588433274,0.0648570539607667,0.10477437921251077,197.8263,0.5960400779409019,0.10651844180534224,1.0324058352732117e-05,7.824891992231058,198.724,200.1338,198.1654
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Underground",268.6995244850902,0.0,0.5,3.822070445074646,1.0833745640676338,1.0,0.0,0.15166690709082295,0.159456177141782,0.10051345729555566,0.06404022740763496,0.07098816018144596,0.10546717894219286,288.5914,0.9210475342730093,0.12022928253722834,9.976430188087473e-06,13.742195966791654,290.4144,294.5002,289.7028
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Underground",267.9783843759727,0.3,0.5,4.06799841923438,0.5354520821959559,0.0,0.0,0.10637372099331763,0.07347588570912279,0.09946270786805345,0.06541068863034868,0.06848440281859368,0.09823989529927425,221.4293,0.6933711500487146,0.11290511932612844,1.040039593025763e-05,10.08951548613061,222.8651,225.8192,222.2605
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Underground",257.2037469951412,0.3,0.0,4.293430468248342,1.9717324080340162,0.0,0.0,0.15244050704469955,0.15355833430354449,0.09719788872461878,0.07595968368441204,0.06736698872370624,0.107659178721891,249.9752,0.9120048726617782,0.13114278783420802,1.2369148814628295e-05,16.629516069605813,251.8223,255.2309,250.9514
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Underground",255.51143513664115,0.4,0.0,4.481826791624574,0.0343448687537633,0.0,0.0,0.0761931627128356,0.14011554029806503,0.10880418532078458,0.06693519704815282,0.06652615279220825,0.07791089536096978,181.8664,0.5237090609793664,0.11477488417506292,1.2378402404460789e-05,7.531824922604232,183.0339,185.0958,182.4859
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Underground",267.1991657356409,0.5,1.0,4.714749049090138,1.9192481761438174,1.0,0.0,0.14419955426047992,0.10900056223538009,0.09363779874736586,0.0711241210155728,0.06085881109250006,0.08985020388476334,168.0535,0.651640222249884,0.10559244360724683,7.931329562477835e-06,13.328983247500682,169.4488,171.599,168.726
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Underground",252.8242024273425,0.3,0.5,4.756094656536147,1.6068132137880566,0.0,0.0,0.11624076308496513,0.12314341976487689,0.1252962330213498,0.0681493529206241,0.0559812494055528,0.11181201823946428,232.5947,0.8392228832290705,0.11845153592169917,1.013413424533684e-05,14.422848886238372,234.2911,237.5887,233.5272
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Underground",251.15191543564103,0.4,1.0,4.5674177796325806,1.6243829723674517,0.0,0.0,0.11143940159568384,0.09468699478369488,0.0959511547153442,0.066098378739936,0.06564115933812441,0.0893305574814439,189.6388,0.6788910102821926,0.10704728265419895,8.146462149669633e-06,12.7437675175419,191.0717,193.5196,190.3754
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Underground",269.4386079081946,0.3,0.5,3.3941043395555335,1.033588383993169,1.0,0.0,0.16553542793731227,0.11424989220367426,0.09542453908719245,0.06474097385325676,0.07551969185682199,0.08776337749347501,209.6678,0.6836485994923304,0.11559589255386571,1.0602157835228624e-05,11.559618759151544,211.1105,213.7356,210.439
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Underground",250.22205776475923,0.2,0.0,4.094982090630478,0.6898833318523127,0.0,0.0,0.1508308895946227,0.1535458983076123,0.1244300482078377,0.07066830199792216,0.05461957221600318,0.11015544699472928,248.6241,0.8019173858370978,0.11809004884809211,1.0975909247128118e-05,11.647590249434897,250.243,253.7492,249.5878
Electricity; at user; consumption mix - PacifiCorp West - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, BIT, Underground",263.7333480114413,0.0,1.0,4.386958846019031,0.27428862001442744,1.0,0.0,0.12551972697582536,0.15012462136628246,0.11601789286140081,0.06478817439644853,0.06455902303674481,0.0983473524443343,266.427,0.7748356119434638,0.11212758311707216,9.538111097558239e-06,10.022505217463502,267.9903,271.6432,267.4193
"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",259.9304764817758,0.1,1.0,4.558896926100481,-0.06792354416514457,0.0,0.0,0.11273383767614989,0.15979638889250508,0.12771134083650437,0.05849738335825067,0.07555479989208852,0.07518221658405773,247.9178,0.6107814517346107,0.11627228701486064,1.1240141424783423e-05,6.821620023007232,249.0613,251.3532,248.5399
"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",252.75672665880552,0.5,0.5,3.851989280829369,1.8703908461740513,0.0,0.0,0.14441167051691944,0.13287264208830935,0.10068589683929802,0.06586891484265445,0.06180611770967684,0.11026397020940784,203.0795,0.7517309576502009,0.12466502843591831,1.2037731144027702e-05,13.946629724723309,204.5353,206.7519,203.7296
"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",246.31926164146287,0.1,0.5,4.033975991692447,1.4420517779650148,0.0,0.0,0.09800860264419123,0.10317106074161081,0.11061416851584122,0.06333411565011085,0.06954175875330607,0.09569732966981077,268.5079,0.8550051717714465,0.12733969353558136,1.1519997157060976e-05,13.353953264069778,270.0505,272.9114,269.2797
"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",260.6946094494253,0.5,0.5,4.18171399291057,0.4314993407252838,0.0,0.0,0.1229903052793782,0.14389209317618126,0.08796161272295418,0.06888990333000825,0.05515146415148446,0.10581748707116223,184.7668,0.5780400416295873,0.11381256165100158,1.1737110215435079e-05,8.198388010575046,185.901,187.8484,185.3201
"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",264.3483313249538,0.5,1.0,3.8601252665858516,-0.5361899378515996,0.0,0.0,0.11713280107656153,0.09092948790728173,0.10324935941500497,0.062426863057498096,0.06465955833780038,0.08742325224494508,155.9969,0.38163071062203624,0.09571977942979694,9.152270943889867e-06,3.14699612749149,156.7946,158.3058,156.4302
"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",262.01137604517106,0.1,0.0,4.157822730894705,0.43990010992070355,0.0,0.0,0.1710338326895089,0.12131200734486682,0.11083257378017863,0.06782997919153831,0.06851475392716823,0.07856246177189068,272.3222,0.7235267248685444,0.12531827212775964,1.2521713721605335e-05,9.627606000462665,273.6432,276.1836,273.0114
"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",249.65293444914792,0.4,1.0,4.073155077836098,0.16901768420356222,0.0,0.0,0.208833933003523,0.16034933066032137,0.10729739068881425,0.059763783025376466,0.0702822542584238,0.10241312726118838,199.3096,0.5709432321821775,0.10573927709247545,9.998896689476043e-06,7.045865781440116,200.3818,202.4479,199.8748
"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",258.80294532990104,0.3,0.5,3.601250162627334,0.91123592165824,0.0,0.0,0.1808366022250447,0.09519310824855393,0.11264930811793578,0.06952723620735338,0.06883416343567303,0.07788142214437223,230.6802,0.6699493930155551,0.12327751698274347,1.2329855018979483e-05,10.499128671576136,231.9745,234.127,231.3013
"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",237.44715152912605,0.4,1.0,4.001599292739488,1.2756081715319185,0.0,0.0,0.16407007050287925,0.1144559626152708,0.1160340343891387,0.07292594270381983,0.06931147682766424,0.10858143697435624,205.8283,0.6950072672707628,0.11500694259073371,1.0449991865383554e-05,11.314617411540775,207.1469,209.3947,206.4632
