"elec_steel_fab","elec_rolling_hss","steel_sheet","elec_steel_rolling","steel_slab_toHSS","elec_EAF","iron_forEAF","elec_DRI","natgas_DRI","elec_BOF","iron_forBOF","elec","coal","fabrication..hollow.section.wf","fabrication..hollow.section.elec","fabrication..hollow.section.trans_co2","rolling..hollow.sections.elec","rolling..hollow.sections.heat","rolling..hollow.sections.trans_co2","rolling..slab.elec","rolling..slab.heat","steelmaking..electric.arc.furnace.scrap_pct","steelmaking..electric.arc.furnace.wf","steelmaking..electric.arc.furnace.kWh_EAF","steelmaking..electric.arc.furnace.trans_co2","ironmaking..direct.reduction..MIDREX.co2_kg","ironmaking..direct.reduction..MIDREX.elec","ironmaking..direct.reduction..MIDREX.ng_mj","ironmaking..direct.reduction..MIDREX.ore_kg","ironmaking..direct.reduction..MIDREX.trans_co2","steelmaking..basic.oxygen.converter.elec","steelmaking..basic.oxygen.converter.scrap_pct","steelmaking..basic.oxygen.converter.wf","steelmaking..basic.oxygen.converter.co2_kg","ironmaking..blast.furnace.elec","ironmaking..blast.furnace.co2_kg","sintering.co2_kg","coking.co2_kg","gwp","gwp_be","gep_bu","ap","ep","odp","pocp","gwp_AR5","gwp_EF2","gwp_CML","sim_type","index"
"Electricity; at grid; consumption mix - Florida Power & Light Co. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steel, crude","Electricity; at grid; consumption mix - California Independent System Operator - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - California Independent System Operator - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Seattle City Light - BA","coal extraction and processing - Central Interior, LIG, Surface",0.0545810654343606,0.175125197132468,0.0545125671233053,0.20323312794814,0.503294636886292,0.0102721197871442,0.0441035011495269,0.853180553966501,0.963799922069354,0.041447068054702,0.607363935072876,0.00968295238093529,0.506427098839594,0.115481367205817,9.41537230092183,1.3642463055354,0.0103430737483299,0.0313246359793109,0.104821985523738,0.054762127743124,0.0654407424019939,0.0426219238796568,0.968882329818783,0.330194840147287,0.140241258942172,2.5608,0,0,0.000457387268108741,2.68637799503364e-05,1.72151534961668e-09,0.010866394602618,NA,NA,NA,"mca",532
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - Green River","Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Underground",0.0688714744963764,0.21353915153045,0.0521039607869318,0.234346892416459,0.512343939838606,0.00989979587473869,0.0361030629322124,0.863972832545943,0.942528321898971,0.0397410098905975,0.438095496334246,0.00974231265978919,0.51313794386697,0.117868439485361,9.61631885203276,1.30724509478321,0.0097471261280991,0.0241869015677298,0.137715808164183,0.125905949198674,0.0637349329397409,0.0517878201524723,1.09371528621118,0.262929961748694,0.121064646952397,0.9181,0,0,0.00160454211484247,8.1416533366312e-05,9.84186161238707e-09,0.0342390747123615,NA,NA,NA,"mca",533
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - Green River","Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Underground",0.0284090399958356,0.175979907211105,0.053381149792128,0.191842289531296,0.622322636426192,0.00954479218407785,0.0442640579995219,0.924894054041691,0.931175305802855,0.0307520231464455,0.581469129985111,0.0103505130122429,0.528521070453614,0.119358338987301,9.55753163517915,1.25836784685581,0.0096939937116078,0.0319803198891588,0.162484816607092,0.110099767696352,0.0527943958984486,0.107450320998876,0.974484662875231,0.366798985209469,0.122868014688324,0.9975,0,0,0.00167682635812961,8.41632402967991e-05,1.09450904379504e-08,0.0353532196030246,NA,NA,NA,"mca",534
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - Green River","Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Underground",0.0676295394379223,0.178101917230908,0.0449564006332285,0.219240673587216,0.496758874294345,0.0102550599342845,0.0413518586610703,0.860244309449955,0.919357265858209,0.0279888797212401,0.522721815356526,0.0104238280244345,0.49438901238477,0.12077932807502,10.2407703427755,1.27193561837482,0.00967805844883649,0.0328400724967211,0.247399394461435,0.0667523698781321,0.0724681225106473,0.0764066763933435,1.00579833313024,0.499630483626003,0.12458816211604,0.9793,0,0,0.00169195468942291,8.53770205664765e-05,1.07287715649799e-08,0.0359858715298102,NA,NA,NA,"mca",535
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - Green River","Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Underground",0.043990528256216,0.21238605746784,0.0485144171624203,0.259534794308287,0.527292085507213,0.0101740837384326,0.0401359699507961,0.793905619030573,0.949366828754302,0.0210784724215666,0.611290034037326,0.0100310158757109,0.493768645175096,0.124897649647621,10.225783835623,1.26316039808673,0.0103079406319441,0.0315814315443074,0.246849361295345,0.0612240941799013,0.089354519890415,0.0706819367170442,1.05145565582932,0.434839800572665,0.128814734531841,1.0597,0,0,0.00185290822228666,9.20195708662273e-05,1.22068846758667e-08,0.0384255135679155,NA,NA,NA,"mca",536
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - Green River","Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Underground",0.0494688534437638,0.19307130351307,0.0487746201789935,0.142857250209041,0.625928499925071,0.0104268760566383,0.0440976739630106,0.847578320533783,0.92370946140937,0.0376394489535874,0.421971029831696,0.0102663603727629,0.486492040185902,0.116146608402959,10.0143067700595,1.23873973003771,0.00995693026123303,0.0239086287251159,0.0282168593666575,0.0668629451641497,0.103907462042646,0.0715897864016315,1.19380505813493,0.27273443753251,0.114828235550545,0.8432,0,0,0.00141535083847306,7.23932010317554e-05,8.72047866944796e-09,0.0305226054018977,NA,NA,NA,"mca",537
"Electricity; at grid; consumption mix - New York Independent System Operator - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - ISO-NE - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - California Independent System Operator - BA","coal extraction and processing - Central Appalachia, BIT, Surface",0.0637268161843644,0.213480997472884,0.0515784371922829,0.135243176015146,0.638774158481406,0.00963728777658002,0.0408186387200883,0.970363930800815,0.911375534901618,0.0467160027960974,0.494300167525669,0.0101228207980887,0.512319474873675,0.12400999219191,9.548197575666,1.24754921577006,0.0101192563263428,0.0338375416561175,0.235780708032117,0.0663391601628604,0.0499421896076723,0.100041513683785,0.903424718322404,0.478715441208416,0.106821546556623,0.7563,0,0,0.00106674574550527,8.10419103087747e-05,5.24189414739625e-09,0.028708825959357,NA,NA,NA,"mca",538
"Electricity; at grid; consumption mix - New York Independent System Operator - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - ISO-NE - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - California Independent System Operator - BA","coal extraction and processing - Central Appalachia, BIT, Surface",0.0533358426245917,0.190082853464028,0.0503960785163824,0.206274436231043,0.680531387737311,0.00955763998803234,0.0443731811262209,0.912447951675988,0.940986947316549,0.0298968004785083,0.524601120332686,0.00950284402486629,0.499352907827364,0.119894120984341,9.8542498285208,1.27420974006498,0.010271274272359,0.0362550040234021,0.080182753655829,0.0660618962757212,0.107403791775523,0.0550555282186033,1.29471745614213,0.30669709204604,0.111159469803972,0.7501,0,0,0.00116870288476746,8.40394003400965e-05,5.80818811213308e-09,0.0311647405422358,NA,NA,NA,"mca",539
"Electricity; at grid; consumption mix - New York Independent System Operator - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - ISO-NE - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - California Independent System Operator - BA","coal extraction and processing - Central Appalachia, BIT, Surface",0.04796074614577,0.198352496161819,0.0528367274797993,0.178598780164015,0.442912851452286,0.0101492482200887,0.0323375234230101,0.844381903960026,0.924116825085864,0.0482830580489377,0.485345819065415,0.00979867171922568,0.487347188809941,0.125043666766204,9.78535009404854,1.24844331696631,0.00983210665648767,0.0342503113775791,0.211922377470608,0.107221128573463,0.0764914113376011,0.0709791295533496,0.999910114687183,0.396014521529225,0.122714436260135,0.7118,0,0,0.00105142692587126,7.76851123797478e-05,5.29470521461799e-09,0.0278131780022143,NA,NA,NA,"mca",540
"Electricity; at grid; consumption mix - New York Independent System Operator - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - ISO-NE - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - California Independent System Operator - BA","coal extraction and processing - Central Appalachia, BIT, Surface",0.0722434098297811,0.195704373192971,0.058034016216393,0.273785613074574,0.581191755560988,0.0104169599951578,0.0340864072200691,0.814661952320173,0.908607346990146,0.0482743253662553,0.505120830420467,0.00956470677690165,0.512953599315366,0.121884871445505,9.7333241296376,1.24726677143808,0.00973293142159077,0.0362638228212997,0.065488206327625,0.120617057770047,0.0544974085509638,0.0945597753238895,1.31792284229762,0.395764608055752,0.108087450168853,0.8764,0,0,0.00129580061396441,9.27949643522881e-05,6.38238668433578e-09,0.0336504961236183,NA,NA,NA,"mca",541
"Electricity; at grid; consumption mix - New York Independent System Operator - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - ISO-NE - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - California Independent System Operator - BA","coal extraction and processing - Central Appalachia, BIT, Surface",0.0661342298051899,0.178627594169551,0.0446577774889403,0.138854571259488,0.817054118340748,0.01024556389842,0.0340209297861254,0.921229274817212,0.99074409319919,0.0274603196535371,0.582293389292737,0.00988164926538318,0.492654562914374,0.120473198517917,10.1108299102806,1.34573576285659,0.00952415390486314,0.0341091921188629,0.232235452375104,0.0514832529316556,0.0688562438709071,0.0894375258323241,1.0792548188453,0.273841540553647,0.133108678565116,0.6211,0,0,0.0010550727313825,7.57643168517527e-05,5.52922279409505e-09,0.0290993843684423,NA,NA,NA,"mca",542
"Electricity; at grid; consumption mix - Tampa Electric Company - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - New York Independent System Operator - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - California Independent System Operator - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PowerSouth Energy Cooperative - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Interior, BIT, Surface",0.0769797648221032,0.19736453820676,0.0430391938944439,0.248923636567621,0.585556417512645,0.00989349939749083,0.0340255919624473,0.853869339060427,0.967272872834122,0.037729913856352,0.479934923090011,0.00982900967522951,0.527430227401177,0.114311670380017,9.69886500339128,1.35253336739516,0.0100541666824884,0.0250539619137447,0.180132602790814,0.148415351937503,0.0679810073285815,0.0772862013865424,1.07220176003491,0.255648217220265,0.105742185036645,0.7398,0,0,0.00142699052929963,8.46910651038914e-05,6.4351210807369e-09,0.0397521851306153,NA,NA,NA,"mca",543
"Electricity; at grid; consumption mix - Tampa Electric Company - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - New York Independent System Operator - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - California Independent System Operator - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PowerSouth Energy Cooperative - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Interior, BIT, Surface",0.0330254431640097,0.19144990579408,0.0400244910907498,0.148418494256886,0.847275503118637,0.0104413623794404,0.0347122495553337,0.849410618425837,0.958521229895671,0.0285811452945957,0.421016087226119,0.0103148936790975,0.496531911524599,0.116365164593875,9.53567758011168,1.2505979632397,0.0104037444784952,0.0332438890878681,0.175667106078575,0.0962653153456781,0.0512605745717189,0.0447168695192561,1.0272631124132,0.338281095307666,0.14265255947977,0.6396,0,0,0.00117695261448657,7.22401531989373e-05,4.52453139996464e-09,0.034161730785291,NA,NA,NA,"mca",544
"Electricity; at grid; consumption mix - Tampa Electric Company - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - New York Independent System Operator - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - California Independent System Operator - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PowerSouth Energy Cooperative - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Interior, BIT, Surface",0.0232657309804566,0.179922635033115,0.0535171186160278,0.145196172421634,0.886987373357131,0.00962900166218403,0.0323174516174702,1.00374232014981,0.949675447439095,0.0351559973479405,0.454102226064094,0.00954251596106462,0.528420843566313,0.120041986070699,9.74511958472805,1.28203523583038,0.0097468836071866,0.0395088766281254,0.227167012417172,0.105600337799635,0.065932429545472,0.0815162069702481,1.33886579198302,0.376039143985549,0.11131567925817,0.671,0,0,0.0012041665488466,7.48449808284315e-05,4.43663927458173e-09,0.0355895557259057,NA,NA,NA,"mca",545
"Electricity; at grid; consumption mix - Tampa Electric Company - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - New York Independent System Operator - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - California Independent System Operator - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PowerSouth Energy Cooperative - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Interior, BIT, Surface",0.0578252294993639,0.192394579214349,0.0453557440974927,0.106757697612245,0.720247194671261,0.0100001408826328,0.0442446068661872,0.8247874498885,0.942116620667645,0.039348231739028,0.572907513722571,0.0100538571377186,0.507657624082766,0.117953095695382,9.99964980414335,1.36493837064692,0.00996372345561376,0.0249994562773379,0.0614480080534626,0.0851235927301649,0.0640133214477832,0.0774148011444218,1.22009386274182,0.348815017730135,0.0982014002644632,0.69,0,0,0.00125081397642769,7.98661894689349e-05,4.27204145239978e-09,0.0385233769851444,NA,NA,NA,"mca",546
"Electricity; at grid; consumption mix - Tampa Electric Company - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - New York Independent System Operator - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - California Independent System Operator - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PowerSouth Energy Cooperative - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Interior, BIT, Surface",0.0289929351975679,0.161787931704444,0.0505136700042196,0.123826752217682,0.921054650571345,0.00971304167970182,0.0444495020736702,0.819810593229736,0.986231906197288,0.0187091068079821,0.507029131045836,0.0102367249901763,0.482479381526506,0.11572355058811,9.48827493733197,1.33348157736262,0.00984675470854468,0.030784794455291,0.199406408188353,0.0764798663665799,0.103005247480725,0.0651044985623884,1.24508843245493,0.284579301279693,0.136484163405303,0.6239,0,0,0.00113289153275835,7.11336660176977e-05,4.07207308722678e-09,0.0343430801914936,NA,NA,NA,"mca",547
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Florida Power & Light Co. - BA","rolling, slab","Electricity; at grid; consumption mix - Southwest Power Pool - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Bonneville Power Administration - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - San Juan","Electricity; at grid; consumption mix - PacifiCorp West - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA","coal extraction and processing - Rocky Mountain, BIT, Underground",0.022519918218403,0.224514461274384,0.0594857351408669,0.24969928457519,0.504991274042521,0.010000108620488,0.0331517973615498,0.828522882687992,0.992007265839404,0.0108416566618458,0.44879273569815,0.00950788342993566,0.528113217839032,0.120013046167199,10.111582416436,1.26590207521367,0.00991927084198295,0.0258915477567197,0.148569858739482,0.144908034410664,0.103956174997703,0.0797309736821546,1.31553797098038,0.420359900164603,0.148574810116419,0.4931,0,0,0.000825957886428036,5.25066704546032e-05,3.49055746901333e-09,0.0208963888338518,NA,NA,NA,"mca",548
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Florida Power & Light Co. - BA","rolling, slab","Electricity; at grid; consumption mix - Southwest Power Pool - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Bonneville Power Administration - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - San Juan","Electricity; at grid; consumption mix - PacifiCorp West - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA","coal extraction and processing - Rocky Mountain, BIT, Underground",0.0184917536768931,0.202494935795232,0.0577611827246253,0.208996498716909,0.497996739890826,0.00984570121337601,0.0437148289962951,0.819859250477571,0.932389392509385,0.0407071826350627,0.490795767228405,0.0102088130386853,0.49131083349923,0.114744766541003,9.43326676086509,1.36201600764828,0.0101416605413174,0.0263911433221662,0.132403905176305,0.0586687645727458,0.0635098631817852,0.0690757966314532,0.872079729164362,0.275183883619355,0.116583100422937,0.5217,0,0,0.000864810573138186,5.52010061460394e-05,3.64777225447897e-09,0.0222842044869528,NA,NA,NA,"mca",549
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Florida Power & Light Co. - BA","rolling, slab","Electricity; at grid; consumption mix - Southwest Power Pool - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Bonneville Power Administration - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - San Juan","Electricity; at grid; consumption mix - PacifiCorp West - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA","coal extraction and processing - Rocky Mountain, BIT, Underground",0.0504672167955607,0.180852952936109,0.0412703642938226,0.175511123754926,0.700976073111444,0.0100027135234399,0.0385770570970018,0.794379666964246,0.939783263759878,0.0107795083900628,0.582650190286131,0.0104896041752735,0.493965402737561,0.11590612842123,9.4203380366941,1.27984642952398,0.00977280215792825,0.0391702626407302,0.173880601592349,0.0939058482360828,0.063964210395704,0.0855570069342985,1.17628778154561,0.277163386718849,0.136568503518044,0.5026,0,0,0.000857028803271242,5.57363619844864e-05,3.66159996369026e-09,0.0223985103531945,NA,NA,NA,"mca",550
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Florida Power & Light Co. - BA","rolling, slab","Electricity; at grid; consumption mix - Southwest Power Pool - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Bonneville Power Administration - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - San Juan","Electricity; at grid; consumption mix - PacifiCorp West - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA","coal extraction and processing - Rocky Mountain, BIT, Underground",0.0629596043428751,0.206486267071691,0.0472027963861231,0.153082503280186,0.772712260573804,0.0104005460817147,0.0402411829014859,0.910053868328576,0.958751853760717,0.0134742585860726,0.397115460092526,0.0104268939984872,0.520663163736073,0.12291432370437,9.57187870185839,1.32068930256447,0.0095233150571185,0.0184161227313426,0.202414490475366,0.142135534022658,0.0886013122999273,0.0619269554758875,1.243587708595,0.323968419115561,0.155152307604426,0.4938,0,0,0.000822448085800214,5.21511195890378e-05,3.36566788329693e-09,0.0212656076135009,NA,NA,NA,"mca",551
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Florida Power & Light Co. - BA","rolling, slab","Electricity; at grid; consumption mix - Southwest Power Pool - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Bonneville Power Administration - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - San Juan","Electricity; at grid; consumption mix - PacifiCorp West - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA","coal extraction and processing - Rocky Mountain, BIT, Underground",0.0154705735367609,0.203063552811236,0.0430495641407901,0.252190275978714,0.726005010014962,0.00962143824275145,0.0394533890937009,0.958421917087342,0.976202439857736,0.0369440430288378,0.48948850746936,0.0097108739032107,0.516032186495927,0.124733138103265,9.49003361029367,1.26987374212563,0.0102625182198321,0.0468523173723011,0.143302844493468,0.118989307190703,0.0886805644770937,0.0672740650698991,1.05697042013406,0.495588968055611,0.116616250337288,0.5121,0,0,0.000884504029706448,5.69338572097067e-05,3.55302699541161e-09,0.0230094143821721,NA,NA,NA,"mca",552
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA","rolling, slab","Electricity; at grid; consumption mix - ISO-NE - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southwest Power Pool - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Southwest Power Pool - BA","natural gas extraction and processing - Appalachian","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA","coal extraction and processing - Powder River Basin, SUB, Surface",0.0235217615201942,0.200709329008414,0.0550253293425681,0.193940115865969,0.84061540808682,0.00967333752240811,0.0444818336284169,1.00982553577623,0.983259252547641,0.047462766291512,0.577115934267489,0.00986144240119082,0.507587062172228,0.125264785046778,9.95472700250517,1.34592365545481,0.00956064837964197,0.0255485460514945,0.136256651477314,0.105631542434377,0.0635537910915369,0.0907489343843683,1.09749563237753,0.29410936894033,0.134498324105507,0.9515,0,0,0.00180494836871228,9.3581348152989e-05,1.5233185922135e-08,0.0381771848077589,NA,NA,NA,"mca",553
